Year,Month,SCA
2000,1,0
2000,2,2.28
2000,3,7.58
2000,4,13.37
2000,5,25.22
2000,6,32.57
2000,7,33.08
2000,8,22.16
2000,9,15.35
2000,10,12.00
2000,11,8.73
2000,12,8.47
2001,1,4.68
2001,2,5.29
2001,3,16.43
2001,4,17.40
2001,5,25.80
2001,6,12.85
2001,7,35.92
2001,8,37.90
2001,9,27.05
2001,10,13.25
2001,11,3.00
2001,12,5.97
2002,1,9.12
2002,2,10.32
2002,3,15.45
2002,4,16.04
2002,5,38.98
2002,6,53.64
2002,7,56.95
2002,8,42.07
2002,9,28.40
2002,10,17.53
2002,11,16.57
2002,12,10.19
2003,1,12.31
2003,2,14.26
2003,3,13.82
2003,4,21.28
2003,5,28.64
2003,6,67.41
2003,7,68.67
2003,8,46.81
2003,9,31.22
2003,10,21.77
2003,11,20.43
2003,12,13.92
2004,1,12.54
2004,2,14.39
2004,3,16.02
2004,4,26.78
2004,5,32.34
2004,6,55.96
2004,7,77.82
2004,8,46.40
2004,9,35.07
2004,10,22.83
2004,11,16.00
2004,12,13.56
2005,1,11.32
2005,2,11.08
2005,3,15.60
2005,4,23.98
2005,5,51.78
2005,6,73.87
2005,7,83.34
2005,8,54.30
2005,9,44.04
2005,10,27.58
2005,11,12.14
2005,12,11.80
2006,1,12.98
2006,2,11.74
2006,3,16.72
2006,4,27.31
2006,5,33.02
2006,6,59.37
2006,7,75.92
2006,8,57.98
2006,9,39.79
2006,10,26.80
2006,11,17.12
2006,12,7.20
2007,1,13.97
2007,2,13.06
2007,3,13.99
2007,4,24.28
2007,5,61.55
2007,6,67.56
2007,7,70.03
2007,8,57.82
2007,9,42.37
2007,10,25.34
2007,11,17.08
2007,12,9.51
2008,1,13.73
2008,2,10.66
2008,3,11.62
2008,4,34.33
2008,5,62.12
2008,6,73.31
2008,7,76.35
2008,8,53.82
2008,9,41.59
2008,10,21.49
2008,11,11.92
2008,12,14.00
2009,1,11.99
2009,2,9.33
2009,3,14.11
2009,4,24.11
2009,5,50.08
2009,6,71.20
2009,7,72.36
2009,8,60.47
2009,9,42.95
2009,10,27.08
2009,11,19.10
2009,12,15.60
2010,1,14.77
2010,2,15.73
2010,3,16.95
2010,4,23.29
2010,5,47.89
2010,6,54.30
2010,7,68.80
2010,8,56.47
2010,9,42.11
2010,10,24.09
2010,11,17.67
2010,12,17.52
2011,1,14.83
2011,2,13.26
2011,3,17.23
2011,4,25.80
2011,5,44.62
2011,6,63.57
2011,7,73.16
2011,8,49.06
2011,9,41.77
2011,10,19.78
2011,11,15.56
2011,12,14.27
2012,1,11.85
2012,2,13.38
2012,3,14.33
2012,4,28.59
2012,5,55.17
2012,6,79.43
2012,7,72.80
2012,8,59.89
2012,9,44.42
2012,10,27.48
2012,11,13.69
2012,12,11.11
2013,1,13.55
2013,2,11.46
2013,3,12.89
2013,4,16.48
2013,5,50.79
2013,6,68.08
2013,7,73.47
2013,8,60.78
2013,9,47.21
2013,10,20.92
2013,11,17.49
2013,12,12.76
2014,1,9.87
2014,2,12.78
2014,3,11.83
2014,4,25.46
2014,5,51.32
2014,6,63.05
2014,7,70.98
2014,8,48.09
2014,9,41.63
2014,10,26.62
2014,11,17.82
2014,12,13.23
2015,1,13.19
2015,2,11.80
2015,3,16.28
2015,4,25.51
2015,5,36.83
2015,6,66.18
2015,7,74.20
2015,8,61.34
2015,9,43.79
2015,10,24.67
2015,11,22.32
2015,12,13.63
2016,1,12.98
2016,2,11.57
2016,3,12.98
2016,4,19.38
2016,5,28.47
2016,6,33.56
2016,7,51.88
2016,8,53.10
2016,9,38.95
2016,10,20.90
2016,11,12.80
2016,12,8.00
2017,1,6.76
2017,2,10.24
2017,3,13.16
2017,4,20.28
2017,5,47.67
2017,6,69.42
2017,7,64.51
2017,8,58.21
2017,9,32.75
2017,10,24.12
2017,11,15.18
2017,12,15.64
2018,1,9.93
2018,2,11.33
2018,3,24.42
2018,4,37.08
2018,5,45.66
2018,6,65.04
2018,7,71.60
2018,8,61.34
2018,9,39.89
2018,10,24.34
2018,11,22.69
2018,12,12.48
2019,1,14.67
2019,2,12.97
2019,3,12.90
2019,4,26.58
2019,5,41.80
2019,6,62.50
2019,7,70.39
2019,8,61.18
2019,9,45.31
2019,10,24.02
2019,11,13.74
2019,12,12.09
2020,1,13.24
2020,2,11.61
2020,3,11.05
2020,4,22.26
2020,5,38.51
2020,6,75.85
2020,7,73.43
2020,8,67.62
2020,9,44.76
2020,10,24.71
2020,11,16.22
2020,12,14.54
2021,1,13.68
2021,2,11.41
2021,3,11.68
2021,4,20.38
2021,5,32.43
2021,6,60.98
2021,7,58.13
2021,8,54.49
2021,9,39.29
2021,10,22.48
2021,11,16.02
2021,12,12.84
2022,1,11.65
2022,2,9.66
2022,3,12.95
2022,4,28.49
2022,5,51.60
2022,6,63.20
2022,7,75.76
2022,8,65.46
2022,9,45.27
2022,10,27.94
2022,11,14.34
2022,12,12.98
2023,1,11.50
2023,2,11.50
2023,3,20.36
2023,4,25.11
2023,5,43.07
2023,6,69.89
2023,7,81.22
2023,8,69.29
2023,9,49.59
2023,10,33.32
2023,11,19.92
2023,12,9.97
