Year,Month,SCA
2000,1,0
2000,2,0.00
2000,3,0.00
2000,4,0.03
2000,5,1.95
2000,6,10.63
2000,7,19.71
2000,8,10.41
2000,9,12.45
2000,10,5.98
2000,11,0.76
2000,12,0.00
2001,1,0.00
2001,2,0.00
2001,3,0.11
2001,4,0.21
2001,5,2.02
2001,6,1.57
2001,7,11.99
2001,8,13.16
2001,9,9.71
2001,10,4.95
2001,11,0.68
2001,12,0.00
2002,1,0.00
2002,2,0.01
2002,3,0.05
2002,4,0.06
2002,5,1.22
2002,6,22.06
2002,7,18.97
2002,8,18.74
2002,9,11.47
2002,10,7.22
2002,11,3.32
2002,12,0.37
2003,1,0.07
2003,2,0.00
2003,3,0.01
2003,4,0.01
2003,5,4.80
2003,6,9.65
2003,7,11.05
2003,8,6.65
2003,9,3.97
2003,10,0.91
2003,11,0.03
2003,12,0.00
2004,1,0.01
2004,2,0.02
2004,3,0.03
2004,4,2.04
2004,5,1.74
2004,6,3.50
2004,7,8.38
2004,8,16.64
2004,9,6.15
2004,10,0.86
2004,11,0.20
2004,12,0.02
2005,1,0.04
2005,2,0.01
2005,3,0.01
2005,4,0.45
2005,5,5.35
2005,6,6.55
2005,7,9.17
2005,8,10.61
2005,9,11.63
2005,10,6.25
2005,11,2.27
2005,12,0.20
2006,1,0.04
2006,2,0.08
2006,3,0.01
2006,4,0.02
2006,5,0.07
2006,6,6.21
2006,7,14.59
2006,8,9.91
2006,9,6.02
2006,10,3.58
2006,11,0.39
2006,12,0.01
2007,1,0.02
2007,2,0.04
2007,3,0.01
2007,4,0.00
2007,5,0.29
2007,6,11.29
2007,7,13.29
2007,8,14.07
2007,9,6.66
2007,10,1.60
2007,11,0.01
2007,12,0.00
2008,1,0.03
2008,2,0.07
2008,3,0.03
2008,4,0.03
2008,5,2.65
2008,6,11.14
2008,7,10.50
2008,8,14.43
2008,9,10.07
2008,10,4.65
2008,11,0.42
2008,12,0.02
2009,1,0.07
2009,2,0.01
2009,3,0.02
2009,4,0.01
2009,5,0.05
2009,6,2.28
2009,7,15.78
2009,8,13.46
2009,9,8.71
2009,10,3.80
2009,11,0.45
2009,12,0.01
2010,1,0.01
2010,2,0.00
2010,3,0.00
2010,4,0.01
2010,5,1.12
2010,6,8.72
2010,7,14.00
2010,8,8.25
2010,9,4.53
2010,10,0.70
2010,11,0.48
2010,12,0.01
2011,1,0.02
2011,2,0.04
2011,3,0.01
2011,4,0.00
2011,5,0.03
2011,6,12.10
2011,7,19.13
2011,8,15.17
2011,9,8.11
2011,10,1.70
2011,11,0.04
2011,12,0.01
2012,1,0.01
2012,2,0.02
2012,3,0.01
2012,4,0.35
2012,5,2.00
2012,6,7.02
2012,7,4.33
2012,8,7.18
2012,9,2.16
2012,10,0.49
2012,11,0.00
2012,12,0.02
2013,1,0.01
2013,2,0.02
2013,3,0.02
2013,4,0.01
2013,5,2.02
2013,6,6.05
2013,7,7.22
2013,8,7.55
2013,9,1.64
2013,10,0.68
2013,11,0.13
2013,12,0.01
2014,1,0.02
2014,2,0.01
2014,3,0.00
2014,4,0.02
2014,5,0.61
2014,6,11.66
2014,7,9.16
2014,8,5.70
2014,9,2.78
2014,10,0.30
2014,11,0.01
2014,12,0.00
2015,1,0.01
2015,2,0.03
2015,3,0.05
2015,4,0.00
2015,5,0.06
2015,6,0.04
2015,7,8.64
2015,8,16.09
2015,9,9.22
2015,10,8.28
2015,11,2.43
2015,12,0.12
2016,1,0.02
2016,2,0.02
2016,3,0.00
2016,4,0.64
2016,5,2.40
2016,6,16.36
2016,7,13.82
2016,8,9.10
2016,9,5.30
2016,10,1.36
2016,11,0.10
2016,12,0.18
2017,1,0.01
2017,2,0.04
2017,3,0.02
2017,4,0.02
2017,5,6.18
2017,6,13.11
2017,7,11.54
2017,8,9.08
2017,9,5.52
2017,10,1.85
2017,11,0.02
2017,12,0.01
2018,1,0.01
2018,2,0.03
2018,3,0.00
2018,4,0.01
2018,5,0.04
2018,6,11.11
2018,7,10.26
2018,8,7.07
2018,9,2.39
2018,10,0.56
2018,11,0.03
2018,12,0.01
2019,1,0.00
2019,2,0.01
2019,3,0.00
2019,4,0.01
2019,5,0.08
2019,6,4.22
2019,7,2.68
2019,8,0.33
2019,9,0.36
2019,10,0.00
2019,11,0.00
2019,12,0.01
2020,1,0.02
2020,2,0.00
2020,3,0.00
2020,4,0.15
2020,5,0.01
2020,6,3.37
2020,7,14.71
2020,8,8.26
2020,9,4.09
2020,10,0.28
2020,11,0.00
2020,12,0.01
2021,1,0.02
2021,2,0.02
2021,3,0.03
2021,4,0.00
2021,5,1.16
2021,6,1.06
2021,7,2.06
2021,8,2.31
2021,9,3.15
2021,10,0.05
2021,11,0.00
2021,12,0.00
2022,1,0.01
2022,2,0.01
2022,3,0.01
2022,4,0.05
2022,5,0.06
2022,6,5.42
2022,7,21.97
2022,8,15.59
2022,9,7.98
2022,10,2.66
2022,11,0.03
2022,12,0.01
2023,1,0.03
2023,2,0.03
2023,3,0.01
2023,4,0.01
2023,5,0.10
2023,6,0.30
2023,7,3.14
2023,8,2.45
2023,9,3.51
2023,10,0.36
2023,11,0.23
2023,12,0.00
