Year,Snowline_elev
2000-02-01,4930.311264822133
2000-03-01,4971.418714963346
2000-04-01,3944.489740126077
2000-05-01,3464.4071821604393
2000-06-01,2879.053361708833
2000-07-01,1834.7699990187211
2000-08-01,2755.284552845528
2000-09-01,2967.2479904314637
2000-10-01,3615.5683703294094
2000-11-01,3925.4544827348313
2000-12-01,4693.499322846129
2001-01-01,4821.590731478585
2001-02-01,4811.27536461636
2001-03-01,4073.4863573956245
2001-04-01,3899.835463430351
2001-05-01,3856.5787581675454
2001-06-01,3659.214005288038
2001-07-01,3190.6449296785922
2001-08-01,3260.4196374006924
2001-09-01,2890.5371637513713
2001-10-01,3637.1430784323848
2001-11-01,4071.639267917851
2001-12-01,4503.4948371723585
2002-01-01,4719.503676470587
2002-02-01,4894.823616784256
2002-03-01,5031.804605453319
2002-04-01,4012.9333273538277
2002-05-01,2936.470440223645
2002-06-01,2034.8283755263185
2002-07-01,1770.6247380082646
2002-08-01,1994.5301939916549
2002-09-01,2601.553362371579
2002-10-01,3018.2636168852023
2002-11-01,3621.071748800084
2002-12-01,4060.119120226464
2003-01-01,4410.707614484112
2003-02-01,4471.6643066175775
2003-03-01,4606.250954441335
2003-04-01,4740.243983512831
2003-05-01,2880.5713438651474
2003-06-01,2999.0455987418904
2003-07-01,2558.3357966302096
2003-08-01,3270.2647544628676
2003-09-01,3585.5946542528063
2003-10-01,3893.539170187712
2003-11-01,4171.004573249063
2003-12-01,4704.567470444248
2004-01-01,4718.044347509994
2004-02-01,4345.167053242357
2004-03-01,4758.05994329688
2004-04-01,3638.1078220133477
2004-05-01,4339.391053752663
2004-06-01,3724.8182936374824
2004-07-01,2988.3013493953395
2004-08-01,2898.2991769319997
2004-09-01,4062.439976906072
2004-10-01,4479.093731422155
2004-11-01,3889.138628866898
2004-12-01,4724.647679564282
2005-01-01,4731.332801276934
2005-02-01,4909.729187562687
2005-03-01,4282.693118622037
2005-04-01,3703.363029367456
2005-05-01,2470.3770158082166
2005-06-01,2723.6528975279834
2005-07-01,2870.055771752657
2005-08-01,3027.7185353901364
2005-09-01,2757.7493838370733
2005-10-01,3519.418992826195
2005-11-01,3819.7440552257876
2005-12-01,4205.6573174183795
2006-01-01,4652.469135802468
2006-02-01,4487.817093794718
2006-03-01,4780.051066934159
2006-04-01,4662.859323327396
2006-05-01,3902.5483951161627
2006-06-01,2974.703798924867
2006-07-01,2843.075939021357
2006-08-01,3268.179396126904
2006-09-01,3577.6729908138304
2006-10-01,3790.5383174153453
2006-11-01,4136.417078187037
2006-12-01,4672.431503719544
2007-01-01,4592.07434099722
2007-02-01,4720.623298961168
2007-03-01,4672.391692357618
2007-04-01,4369.995999466595
2007-05-01,3233.514296174384
2007-06-01,2519.9248139929514
2007-07-01,2520.146609403714
2007-08-01,2711.158533655771
2007-09-01,3113.8049585714684
2007-10-01,3596.9592885593925
2007-11-01,4070.7334097821213
2007-12-01,4627.814928610158
2008-01-01,4614.538333728935
2008-02-01,4655.106546362065
2008-03-01,4665.55454653137
2008-04-01,4929.961104478762
2008-05-01,4276.232574679941
2008-06-01,2279.013607220429
2008-07-01,2614.6963743593237
2008-08-01,2210.8600924436478
2008-09-01,2956.6070072253483
2008-10-01,3490.9331941785204
2008-11-01,3994.3267787720315
2008-12-01,4473.573098363603
2009-01-01,4560.488842383022
2009-02-01,4552.492910469356
2009-03-01,4373.520879266614
2009-04-01,4706.7913145093335
2009-05-01,4038.5329289860447
2009-06-01,3782.1687011584704
2009-07-01,2504.6217200202514
2009-08-01,2974.1434097148517
2009-09-01,3516.9660487318592
2009-10-01,3910.9181230376635
2009-11-01,4393.541152724826
2009-12-01,4819.601942772674
2010-01-01,4667.745052308923
2010-02-01,4751.549625663975
2010-03-01,4971.664618325822
2010-04-01,4160.24238764772
2010-05-01,3165.0138124832233
2010-06-01,2586.0995526077018
2010-07-01,2955.3051831098655
2010-08-01,3387.2370433258025
2010-09-01,3301.254857292341
2010-10-01,4048.708312652155
2010-11-01,4403.377518557793
2010-12-01,4795.977653631284
2011-01-01,4945.146223661163
2011-02-01,4980.289932885905
2011-03-01,4362.66528979295
2011-04-01,4564.181212989123
2011-05-01,4941.830427161178
2011-06-01,2125.888047623104
2011-07-01,2626.058956882336
2011-08-01,2696.6584142581146
2011-09-01,3348.755459963427
2011-10-01,3968.872459566837
2011-11-01,4369.277433539876
2011-12-01,4655.008782446258
2012-01-01,4615.749209643555
2012-02-01,4638.267426181238
2012-03-01,4758.492449769124
2012-04-01,3581.3503838637366
2012-05-01,3299.088999970422
2012-06-01,3186.4780122653333
2012-07-01,3536.894021305635
2012-08-01,3162.390671424519
2012-09-01,3831.526290221842
2012-10-01,4013.5802818335596
2012-11-01,4486.125975043304
2012-12-01,4694.6743089139645
2013-01-01,4386.528570805909
2013-02-01,4545.804619212224
2013-03-01,4781.963579729244
2013-04-01,4876.403290770417
2013-05-01,3122.227659184048
2013-06-01,2997.8846720290026
2013-07-01,3069.2488270990884
2013-08-01,3408.1830777627974
2013-09-01,3699.4761066669403
2013-10-01,3825.0094294223995
2013-11-01,4156.745012838238
2013-12-01,4652.549019607843
2014-01-01,4677.119690346693
2014-02-01,4903.15523510199
2014-03-01,5013.251324523477
2014-04-01,5002.478213507624
2014-05-01,4508.908507223114
2014-06-01,2368.5819175623587
2014-07-01,3116.308899999714
2014-08-01,4349.428313429229
