Year,Month,SCA,CCA
2014,10,4.00,41.12
2014,11,2.30,48.29
2014,12,0.57,46.16
2015,1,0.68,32.74
2015,2,2.18,42.23
2015,3,2.31,43.93
2015,4,4.39,37.81
2015,5,16.96,39.06
2015,6,31.00,39.25
2015,7,28.42,42.48
2015,8,24.71,34.37
2015,9,12.55,43.45
2015,10,3.18,37.47
2015,11,1.94,45.23
2015,12,0.50,39.53
2016,1,0.34,31.50
2016,2,1.28,44.76
2016,3,2.73,42.59
2016,4,5.02,33.12
2016,5,7.86,16.84
2016,6,17.95,40.01
2016,7,15.54,27.09
2016,8,9.27,31.30
2016,9,3.48,34.60
2016,10,3.74,38.97
2016,11,0.74,37.95
2016,12,0.72,44.02
2017,1,1.82,47.00
2017,2,1.53,40.85
2017,3,0.88,31.09
2017,4,4.32,37.07
2017,5,13.24,35.37
2017,6,38.34,37.11
2017,7,31.79,43.07
2017,8,18.96,42.76
2017,9,13.35,45.52
2017,10,2.90,43.13
2017,11,0.64,36.22
2017,12,0.84,43.28
2018,1,1.09,46.89
2018,2,1.33,40.41
2018,3,4.33,43.50
2018,4,10.96,43.27
2018,5,15.22,36.17
2018,6,31.82,30.76
2018,7,33.22,29.66
2018,8,22.20,44.51
2018,9,8.00,34.96
2018,10,2.17,33.42
2018,11,1.32,42.19
2018,12,1.66,47.07
2019,1,2.39,45.97
2019,2,1.06,42.45
2019,3,2.21,43.27
2019,4,5.71,44.98
2019,5,16.80,33.90
2019,6,31.84,38.15
2019,7,23.05,36.66
2019,8,21.63,36.28
2019,9,10.82,38.16
2019,10,4.20,40.53
2019,11,2.10,42.93
2019,12,0.82,45.17
2020,1,2.90,47.73
2020,2,0.84,39.26
2020,3,2.26,41.52
2020,4,5.91,36.30
2020,5,17.04,39.37
2020,6,29.20,27.58
2020,7,33.91,26.17
2020,8,27.19,45.44
2020,9,11.12,45.70
2020,10,3.66,47.62
2020,11,1.21,47.08
2020,12,1.02,45.95
2021,1,1.32,44.73
2021,2,0.40,37.44
2021,3,1.44,33.64
2021,4,5.20,36.60
2021,5,16.59,39.92
2021,6,27.14,37.35
2021,7,30.48,41.95
2021,8,10.24,39.73
2021,9,6.17,40.68
2021,10,4.20,40.37
2021,11,1.19,39.86
2021,12,1.10,37.56
2022,1,0.72,36.81
2022,2,1.04,36.21
2022,3,2.14,45.38
2022,4,8.11,47.57
2022,5,16.70,40.72
2022,6,32.57,35.22
2022,7,40.87,34.61
2022,8,20.56,42.12
2022,9,7.73,38.98
2022,10,3.18,46.21
2022,11,0.63,40.68
2022,12,0.96,42.29
2023,1,0.72,40.40
2023,2,3.84,48.24
2023,3,10.14,44.01
2023,4,7.06,42.04
2023,5,23.78,41.54
2023,6,26.08,39.96
2023,7,42.04,31.33
2023,8,19.26,39.10
2023,9,22.20,40.11
2023,10,5.40,43.98
2023,11,4.44,43.70
2023,12,1.76,42.52
2024,1,1.16,48.86
2024,2,1.50,42.05
2024,3,5.93,43.43
2024,4,18.11,41.32
