Year,Snowline_elev
2000-02-01,1935.6349230442306
2000-03-01,2667.609568709621
2000-04-01,2785.595275250282
2000-05-01,1741.2389060237936
2000-06-01,996.0470956385681
2000-07-01,1116.0212611695565
2000-08-01,1313.970283805142
2000-09-01,1290.4912591982384
2000-10-01,1400.444007858546
2000-11-01,1639.0488225033882
2000-12-01,1906.4213105826825
2001-01-01,2380.7991116026824
2001-02-01,2604.2937149968893
2001-03-01,2794.2905311457166
2001-04-01,1988.4458055342886
2001-05-01,1629.2832475264306
2001-06-01,1294.2038539553753
2001-07-01,932.3530567552987
2001-08-01,1191.2104303629633
2001-09-01,1315.0915160584782
2001-10-01,1361.6431289095246
2001-11-01,1673.8718362951
2001-12-01,2194.2309667306295
2002-01-01,2672.397113423626
2002-02-01,2943.9877652456507
2002-03-01,2569.360835273436
2002-04-01,2095.9062997498295
2002-05-01,1181.715097566457
2002-06-01,1077.9045144453091
2002-07-01,1084.4513529590015
2002-08-01,1134.7290589876118
2002-09-01,1152.4498629715954
2002-10-01,1264.6692148172247
2002-11-01,1494.3932939398103
2002-12-01,1710.3533143732222
2003-01-01,2147.47154557093
2003-02-01,2712.828000858922
2003-03-01,2861.008902077151
2003-04-01,2549.7070277925295
2003-05-01,1660.95868586131
2003-06-01,930.7142579718025
2003-07-01,1100.537584166597
2003-08-01,1392.8584584215857
2003-09-01,1446.5939964870963
2003-10-01,1669.1866953591812
2003-11-01,1896.4647132897762
2003-12-01,2591.8333351965925
2004-01-01,2570.3773584905657
2004-02-01,2751.8072289156626
2004-03-01,2546.9246910701795
2004-04-01,1930.3225437165504
2004-05-01,2054.1563262710993
2004-06-01,1020.902592298417
2004-07-01,1110.588694147186
2004-08-01,1184.3995488648065
2004-09-01,1295.3416767711763
2004-10-01,1516.1813234698911
2004-11-01,1663.2529697054895
2004-12-01,2380.643034299196
2005-01-01,2676.5516935626874
2005-02-01,3028.0300581771176
2005-03-01,2907.085226745803
2005-04-01,2810.9007677268605
2005-05-01,1236.1640362042854
2005-06-01,1218.7066083826178
2005-07-01,876.2967675415987
2005-08-01,1090.5807163372838
2005-09-01,1137.643166200051
2005-10-01,1420.2905714651556
2005-11-01,1593.619136169583
2005-12-01,1771.23591876287
2006-01-01,2228.334407544355
2006-02-01,2538.9447593847076
2006-03-01,2709.782082324455
2006-04-01,2174.113131484749
2006-05-01,2049.9828703358903
2006-06-01,973.9036183754945
2006-07-01,914.6058570378921
2006-08-01,1077.2371504063015
2006-09-01,1236.2314947671928
2006-10-01,1107.142857142857
2006-11-01,1633.9004620732649
2006-12-01,1904.6569854782176
2007-01-01,2355.605506962828
2007-02-01,2520.5586901092606
2007-03-01,2893.343419062027
2007-04-01,2434.1116541488486
2007-05-01,2334.3010613216543
2007-06-01,1005.4872689222182
2007-07-01,1007.7679636446129
2007-08-01,969.3586942175425
2007-09-01,1183.4494949717034
2007-10-01,1320.3940402359708
2007-11-01,1670.0687466948705
2007-12-01,2524.5295199974184
2008-01-01,2423.755656108597
2008-02-01,2691.699130955948
2008-03-01,3800.0
2008-04-01,1841.7859742780881
2008-05-01,1621.509996857643
2008-06-01,921.2986259856145
2008-07-01,735.7317352575021
2008-08-01,1178.075078794717
2008-09-01,1267.6065783500471
2008-10-01,1493.4545561711664
2008-11-01,1671.9154483657696
2008-12-01,2507.709146283431
2009-01-01,2683.2116788321173
2009-02-01,3200.0
2009-03-01,
2009-04-01,2100.0
2009-05-01,1854.6939578823064
2009-06-01,1283.6330592325455
2009-07-01,1144.2904615254363
2009-08-01,1102.6172033373878
2009-09-01,1261.286131860994
2009-10-01,1364.4041871803452
2009-11-01,1639.0045299169053
2009-12-01,1852.4277053489989
2010-01-01,2387.271833635579
2010-02-01,2782.9313543599264
2010-03-01,2813.924050632911
2010-04-01,2940.9155937052938
2010-05-01,1676.9460864610783
2010-06-01,968.4930050413318
2010-07-01,899.6600852345414
2010-08-01,1081.6624654370203
2010-09-01,1291.9008215811295
2010-10-01,1374.7389618138423
2010-11-01,1957.8030705794974
2010-12-01,2377.1682641985026
2011-01-01,2663.3333333333335
2011-02-01,2612.903225806451
2011-03-01,2410.514276699794
2011-04-01,1816.9805292437227
2011-05-01,1652.3047420351693
2011-06-01,1132.4551365409623
2011-07-01,972.3868399997264
2011-08-01,850.3927056062112
2011-09-01,1110.9076757336302
2011-10-01,1389.0913135178741
2011-11-01,1626.1554797390932
2011-12-01,2215.488843813387
2012-01-01,2225.0
2012-02-01,1400.0
2012-03-01,2266.6666666666665
2012-04-01,2461.3256985952753
2012-05-01,2153.9733903058377
