Year,Month,SCA
2000,1,0
2000,2,1.33
2000,3,8.54
2000,4,10.59
2000,5,16.20
2000,6,26.38
2000,7,29.43
2000,8,19.73
2000,9,17.48
2000,10,12.84
2000,11,9.56
2000,12,2.25
2001,1,6.29
2001,2,4.24
2001,3,10.31
2001,4,11.44
2001,5,18.88
2001,6,22.48
2001,7,27.75
2001,8,22.76
2001,9,16.22
2001,10,11.43
2001,11,7.35
2001,12,8.83
2002,1,8.12
2002,2,8.39
2002,3,9.73
2002,4,12.75
2002,5,21.26
2002,6,34.98
2002,7,31.13
2002,8,23.49
2002,9,15.60
2002,10,14.60
2002,11,12.20
2002,12,9.03
2003,1,8.98
2003,2,9.66
2003,3,9.85
2003,4,13.27
2003,5,18.15
2003,6,39.28
2003,7,36.18
2003,8,25.92
2003,9,17.62
2003,10,15.95
2003,11,12.61
2003,12,7.90
2004,1,9.05
2004,2,8.50
2004,3,10.07
2004,4,16.27
2004,5,18.98
2004,6,38.83
2004,7,39.98
2004,8,26.52
2004,9,24.62
2004,10,13.30
2004,11,10.78
2004,12,8.32
2005,1,8.63
2005,2,8.75
2005,3,11.10
2005,4,13.52
2005,5,34.99
2005,6,52.06
2005,7,41.12
2005,8,33.86
2005,9,25.45
2005,10,16.93
2005,11,12.50
2005,12,9.75
2006,1,8.72
2006,2,8.98
2006,3,10.72
2006,4,14.14
2006,5,20.99
2006,6,37.43
2006,7,46.81
2006,8,32.99
2006,9,25.78
2006,10,15.89
2006,11,11.79
2006,12,7.57
2007,1,9.13
2007,2,8.74
2007,3,9.64
2007,4,15.21
2007,5,30.29
2007,6,47.65
2007,7,42.27
2007,8,36.63
2007,9,29.89
2007,10,21.00
2007,11,13.13
2007,12,8.95
2008,1,8.40
2008,2,8.76
2008,3,9.97
2008,4,19.27
2008,5,30.37
2008,6,41.25
2008,7,37.44
2008,8,34.65
2008,9,27.81
2008,10,16.53
2008,11,10.47
2008,12,8.20
2009,1,8.18
2009,2,8.43
2009,3,11.18
2009,4,13.34
2009,5,31.60
2009,6,39.01
2009,7,35.62
2009,8,31.05
2009,9,24.43
2009,10,18.13
2009,11,14.60
2009,12,11.42
2010,1,8.86
2010,2,9.73
2010,3,9.98
2010,4,13.61
2010,5,29.13
2010,6,33.49
2010,7,46.30
2010,8,35.41
2010,9,20.70
2010,10,17.37
2010,11,11.81
2010,12,9.36
2011,1,8.78
2011,2,8.62
2011,3,10.25
2011,4,16.44
2011,5,26.95
2011,6,37.25
2011,7,43.35
2011,8,33.06
2011,9,27.47
2011,10,16.76
2011,11,11.61
2011,12,9.22
2012,1,8.46
2012,2,8.68
2012,3,10.35
2012,4,13.15
2012,5,30.71
2012,6,42.39
2012,7,45.46
2012,8,32.78
2012,9,23.62
2012,10,17.94
2012,11,11.96
2012,12,8.99
2013,1,8.23
2013,2,9.14
2013,3,9.73
2013,4,13.08
2013,5,27.61
2013,6,37.45
2013,7,38.74
2013,8,33.62
2013,9,27.05
2013,10,16.99
2013,11,11.35
2013,12,8.08
2014,1,9.54
2014,2,8.62
2014,3,11.38
2014,4,13.76
2014,5,27.49
2014,6,42.10
2014,7,39.54
2014,8,24.78
2014,9,20.46
2014,10,16.19
2014,11,13.87
2014,12,8.32
2015,1,8.49
2015,2,8.75
2015,3,10.50
2015,4,14.27
2015,5,25.79
2015,6,41.28
2015,7,43.40
2015,8,36.58
2015,9,26.28
2015,10,17.37
2015,11,11.46
2015,12,8.89
2016,1,8.28
2016,2,8.54
2016,3,9.75
2016,4,13.71
2016,5,16.76
2016,6,26.24
2016,7,30.98
2016,8,24.67
2016,9,18.30
2016,10,13.37
2016,11,8.97
2016,12,6.38
2017,1,7.67
2017,2,8.59
2017,3,9.89
2017,4,11.34
2017,5,26.79
2017,6,47.57
2017,7,40.03
2017,8,27.16
2017,9,21.93
2017,10,14.76
2017,11,11.85
2017,12,9.06
2018,1,8.20
2018,2,8.88
2018,3,12.18
2018,4,22.65
2018,5,26.81
2018,6,41.79
2018,7,41.24
2018,8,29.74
2018,9,18.67
2018,10,16.36
2018,11,11.32
2018,12,8.37
2019,1,9.28
2019,2,8.50
2019,3,9.74
2019,4,13.33
2019,5,28.62
2019,6,40.97
2019,7,38.14
2019,8,29.65
2019,9,24.72
2019,10,16.51
2019,11,10.33
2019,12,8.40
2020,1,8.09
2020,2,8.69
2020,3,9.53
2020,4,14.17
2020,5,29.50
2020,6,46.17
2020,7,42.51
2020,8,31.90
2020,9,23.77
2020,10,18.28
2020,11,10.90
2020,12,9.60
2021,1,8.70
2021,2,8.11
2021,3,9.34
2021,4,15.02
2021,5,21.82
2021,6,41.14
2021,7,35.25
2021,8,28.27
2021,9,20.97
2021,10,12.71
2021,11,9.76
2021,12,8.00
2022,1,7.94
2022,2,8.20
2022,3,11.33
2022,4,17.04
2022,5,30.92
2022,6,45.77
2022,7,51.17
2022,8,37.37
2022,9,20.11
2022,10,16.59
2022,11,10.67
2022,12,8.35
2023,1,8.81
2023,2,8.75
2023,3,12.20
2023,4,13.04
2023,5,30.87
2023,6,48.59
2023,7,46.55
2023,8,31.42
2023,9,29.29
2023,10,20.26
2023,11,15.81
2023,12,10.97
