Year,Month,SCA
2000,1,0
2000,2,0.15
2000,3,0.38
2000,4,2.76
2000,5,7.06
2000,6,30.59
2000,7,27.55
2000,8,6.48
2000,9,3.46
2000,10,1.37
2000,11,0.46
2000,12,0.09
2001,1,0.18
2001,2,0.10
2001,3,0.72
2001,4,1.61
2001,5,8.09
2001,6,22.56
2001,7,27.42
2001,8,13.41
2001,9,4.64
2001,10,0.98
2001,11,0.20
2001,12,0.05
2002,1,0.03
2002,2,0.05
2002,3,0.19
2002,4,2.18
2002,5,23.21
2002,6,39.66
2002,7,32.07
2002,8,18.43
2002,9,9.41
2002,10,3.78
2002,11,0.69
2002,12,0.35
2003,1,0.38
2003,2,0.21
2003,3,0.58
2003,4,1.64
2003,5,12.11
2003,6,38.01
2003,7,26.54
2003,8,15.52
2003,9,7.04
2003,10,4.18
2003,11,1.13
2003,12,0.46
2004,1,0.24
2004,2,0.02
2004,3,0.60
2004,4,4.19
2004,5,12.49
2004,6,24.09
2004,7,36.18
2004,8,20.07
2004,9,9.13
2004,10,2.01
2004,11,0.60
2004,12,0.27
2005,1,0.18
2005,2,0.07
2005,3,1.31
2005,4,5.08
2005,5,20.65
2005,6,43.28
2005,7,32.06
2005,8,20.11
2005,9,5.76
2005,10,1.83
2005,11,0.38
2005,12,0.35
2006,1,0.15
2006,2,0.23
2006,3,1.20
2006,4,6.44
2006,5,12.43
2006,6,37.23
2006,7,33.02
2006,8,17.37
2006,9,6.78
2006,10,3.55
2006,11,0.99
2006,12,0.60
2007,1,0.23
2007,2,0.35
2007,3,0.79
2007,4,6.61
2007,5,26.34
2007,6,34.78
2007,7,47.61
2007,8,28.77
2007,9,7.16
2007,10,3.28
2007,11,0.85
2007,12,0.40
2008,1,0.11
2008,2,0.19
2008,3,0.99
2008,4,8.60
2008,5,20.59
2008,6,32.57
2008,7,48.21
2008,8,63.01
2008,9,10.60
2008,10,2.34
2008,11,0.88
2008,12,0.21
2009,1,0.34
2009,2,0.28
2009,3,1.11
2009,4,4.55
2009,5,26.85
2009,6,34.15
2009,7,36.81
2009,8,18.94
2009,9,8.70
2009,10,3.95
2009,11,1.50
2009,12,0.53
2010,1,0.42
2010,2,0.45
2010,3,1.03
2010,4,3.84
2010,5,14.50
2010,6,35.68
2010,7,47.73
2010,8,33.34
2010,9,8.73
2010,10,2.88
2010,11,0.52
2010,12,0.62
2011,1,0.17
2011,2,0.23
2011,3,1.07
2011,4,11.17
2011,5,21.28
2011,6,29.63
2011,7,59.34
2011,8,47.93
2011,9,10.51
2011,10,3.81
2011,11,1.11
2011,12,0.20
2012,1,0.26
2012,2,0.44
2012,3,0.97
2012,4,8.15
2012,5,18.12
2012,6,45.86
2012,7,48.80
2012,8,19.51
2012,9,6.49
2012,10,3.12
2012,11,0.82
2012,12,0.23
2013,1,0.14
2013,2,0.24
2013,3,0.59
2013,4,2.42
2013,5,17.33
2013,6,36.68
2013,7,30.42
2013,8,17.50
2013,9,8.95
2013,10,2.92
2013,11,1.44
2013,12,0.40
2014,1,0.41
2014,2,0.21
2014,3,1.54
2014,4,3.67
2014,5,16.22
2014,6,34.49
2014,7,41.52
2014,8,41.82
2014,9,5.12
2014,10,2.43
2014,11,1.29
2014,12,0.22
2015,1,0.16
2015,2,0.41
2015,3,0.72
2015,4,3.09
2015,5,20.06
2015,6,37.58
2015,7,54.21
2015,8,34.60
2015,9,8.55
2015,10,3.36
2015,11,1.42
2015,12,0.45
2016,1,0.15
2016,2,0.47
2016,3,1.46
2016,4,7.39
2016,5,8.70
2016,6,16.97
2016,7,24.79
2016,8,19.09
2016,9,3.47
2016,10,0.73
2016,11,0.26
2016,12,0.17
2017,1,0.32
2017,2,0.10
2017,3,0.30
2017,4,3.16
2017,5,12.67
2017,6,34.74
2017,7,27.09
2017,8,18.26
2017,9,7.92
2017,10,2.46
2017,11,0.37
2017,12,0.33
2018,1,0.43
2018,2,0.42
2018,3,1.50
2018,4,7.63
2018,5,22.79
2018,6,42.19
2018,7,44.59
2018,8,23.30
2018,9,9.89
2018,10,2.38
2018,11,0.54
2018,12,0.24
2019,1,0.38
2019,2,0.17
2019,3,0.67
2019,4,3.48
2019,5,14.56
2019,6,33.03
2019,7,30.36
2019,8,20.02
2019,9,7.65
2019,10,3.36
2019,11,1.00
2019,12,0.36
2020,1,0.24
2020,2,0.25
2020,3,0.66
2020,4,3.27
2020,5,12.02
2020,6,46.14
2020,7,70.77
2020,8,43.06
2020,9,8.34
2020,10,2.48
2020,11,0.47
2020,12,0.23
2021,1,0.19
2021,2,0.08
2021,3,0.84
2021,4,3.51
2021,5,12.79
2021,6,36.45
2021,7,37.81
2021,8,16.89
2021,9,5.57
2021,10,1.62
2021,11,0.44
2021,12,0.21
2022,1,0.16
2022,2,0.17
2022,3,0.85
2022,4,4.63
2022,5,15.30
2022,6,26.18
2022,7,50.45
2022,8,18.18
2022,9,8.87
2022,10,2.95
2022,11,0.31
2022,12,0.19
2023,1,0.14
2023,2,0.58
2023,3,3.46
2023,4,7.51
2023,5,18.52
2023,6,28.24
2023,7,58.16
2023,8,33.77
2023,9,13.00
2023,10,3.38
2023,11,1.54
2023,12,0.36
