Year,Snowline_elev
2000-02-01,
2000-03-01,
2000-04-01,3437.037037037037
2000-05-01,2578.786567890553
2000-06-01,1536.7195842528654
2000-07-01,1581.0679611650485
2000-08-01,2005.2656697422847
2000-09-01,1774.6677471636951
2000-10-01,2341.0441504263717
2000-11-01,3089.091777061702
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,3315.2266466316055
2001-05-01,2509.228539217265
2001-06-01,2905.2554632194524
2001-07-01,1715.2560083594567
2001-08-01,1940.1495094222082
2001-09-01,2142.7345105190584
2001-10-01,2486.9846186712243
2001-11-01,3127.8632025450693
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,3678.350515463918
2002-05-01,2605.8650748531363
2002-06-01,1502.7551185781429
2002-07-01,1429.5045221153596
2002-08-01,1582.98755186722
2002-09-01,1919.890834959118
2002-10-01,2309.4756002781523
2002-11-01,2719.2378019439902
2002-12-01,3277.278283308434
2003-01-01,3600.0
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,1993.8090402781625
2003-06-01,1895.7389806723224
2003-07-01,1889.0948797683195
2003-08-01,2301.1774618675195
2003-09-01,2580.2571082879617
2003-10-01,3089.4464105156726
2003-11-01,3440.6456953642382
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,2495.3816203030437
2004-05-01,2880.477828390815
2004-06-01,2309.2052255985254
2004-07-01,1735.0250192455735
2004-08-01,1576.5151515151515
2004-09-01,2241.5103254129176
2004-10-01,3186.639334378392
2004-11-01,3339.937703141929
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,3069.6847087563942
2005-05-01,2353.317692660785
2005-06-01,2381.100136662939
2005-07-01,2080.4278055690033
2005-08-01,1745.484322810042
2005-09-01,1878.3341490272849
2005-10-01,2422.895080977769
2005-11-01,2832.8771929824566
2005-12-01,3369.055863342567
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,3464.5161290322576
2006-06-01,2220.144910779666
2006-07-01,1307.5800211044666
2006-08-01,1964.5813634283975
2006-09-01,2392.3682489254343
2006-10-01,2408.607350096712
2006-11-01,3222.7737422652676
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,3301.8031942297794
2007-06-01,1681.0119214867739
2007-07-01,1832.9019196702939
2007-08-01,1601.6358881839005
2007-09-01,2286.412343730531
2007-10-01,2907.436303791296
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,2438.209740290237
2008-06-01,1958.59817152808
2008-07-01,1945.5028962611905
2008-08-01,1856.3907724810033
2008-09-01,2037.160673101563
2008-10-01,2515.727937643479
2008-11-01,3208.328340323547
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,2639.6768302805604
2009-07-01,1659.28531325341
2009-08-01,1640.3828429634884
2009-09-01,2166.474144557787
2009-10-01,2593.158414444915
2009-11-01,3172.4894514767934
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,2803.7827003135117
2010-06-01,1834.7905394960583
2010-07-01,1691.816939627798
2010-08-01,1925.3142648934231
2010-09-01,2229.725328196063
2010-10-01,3157.886417522863
2010-11-01,3226.4092017062776
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,1585.137876780391
2011-07-01,1531.2190399354579
2011-08-01,1712.5041881659183
2011-09-01,2134.1102231222644
2011-10-01,2911.7605420163823
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,3600.0
2012-05-01,2751.1949557612124
2012-06-01,1969.0422220207336
2012-07-01,2550.6822302089627
2012-08-01,1973.6863328990632
2012-09-01,2765.6610037102128
2012-10-01,3284.2984842596193
2012-11-01,
2012-12-01,
2013-01-01,
2013-02-01,
2013-03-01,
2013-04-01,
2013-05-01,2699.0032881216607
2013-06-01,2283.850681095448
2013-07-01,2206.0374604719045
2013-08-01,2058.780036968577
2013-09-01,2996.3472682119204
2013-10-01,3151.524390243903
2013-11-01,3400.0
2013-12-01,
2014-01-01,
2014-02-01,
2014-03-01,
2014-04-01,
2014-05-01,3192.4716464606963
2014-06-01,1757.703293500437
2014-07-01,2027.980765590095
2014-08-01,2309.8979794196057
2014-09-01,2582.67454282662
2014-10-01,3317.869105900541
2014-11-01,
2014-12-01,
2015-01-01,
2015-02-01,
2015-03-01,3557.786483839373
2015-04-01,
2015-05-01,
2015-06-01,
2015-07-01,2002.8106580934289
2015-08-01,1723.5604100795247
2015-09-01,2163.467048710602
2015-10-01,1967.4646519813095
2015-11-01,2798.7426326129666
2015-12-01,3460.033375052148
2016-01-01,
2016-02-01,
2016-03-01,
2016-04-01,3047.8027343750005
2016-05-01,2524.6213714766513
2016-06-01,1672.8794493397968
2016-07-01,1770.6631265794442
2016-08-01,2155.6562322618615
2016-09-01,2464.46727567908
2016-10-01,3023.1540260608085
2016-11-01,3437.387812942844
2016-12-01,3341.607663473553
2017-01-01,
2017-02-01,
2017-03-01,
2017-04-01,
2017-05-01,1895.9284142244871
2017-06-01,1823.0421865715984
2017-07-01,1725.077278748993
2017-08-01,1882.4473319036206
2017-09-01,2279.9078285851087
2017-10-01,2641.760482949911
2017-11-01,3600.0
2017-12-01,
2018-01-01,
2018-02-01,
2018-03-01,
2018-04-01,
2018-05-01,
2018-06-01,1811.6131410781582
2018-07-01,1932.388410989148
2018-08-01,2031.8890438555711
2018-09-01,2775.5450733752627
2018-10-01,3161.8829589354705
2018-11-01,3600.0
2018-12-01,
2019-01-01,
2019-02-01,
2019-03-01,
2019-04-01,
2019-05-01,
2019-06-01,2239.8114638639067
2019-07-01,2540.3476714899507
2019-08-01,3381.4781606250804
2019-09-01,3406.6813005899303
2019-10-01,
2019-11-01,
2019-12-01,
2020-01-01,
2020-02-01,
2020-03-01,
2020-04-01,3449.68538802144
2020-05-01,
2020-06-01,2249.6849349141858
2020-07-01,1713.3894238669604
2020-08-01,2156.4295962287347
2020-09-01,2433.3639806484093
2020-10-01,3325.7639549096834
2020-11-01,
2020-12-01,
2021-01-01,
2021-02-01,
2021-03-01,
2021-04-01,
2021-05-01,2836.7834294039385
2021-06-01,2998.930802498799
2021-07-01,2746.9193037028176
2021-08-01,2462.896786277602
2021-09-01,2614.8202566363016
2021-10-01,3446.78591391839
2021-11-01,
2021-12-01,
2022-01-01,
2022-02-01,
2022-03-01,
2022-04-01,
2022-05-01,
2022-06-01,2309.665765606447
2022-07-01,1415.3017966489467
2022-08-01,1681.4725793292023
2022-09-01,2128.7114729583777
2022-10-01,2597.845891350051
2022-11-01,3500.0
2022-12-01,
2023-01-01,
2023-02-01,
2023-03-01,
2023-04-01,
2023-05-01,
2023-06-01,3167.1514600613577
2023-07-01,2565.877587985208
2023-08-01,2690.3739453035228
2023-09-01,2565.4108573123704
2023-10-01,3290.471326426383
2023-11-01,3409.1728395061737
2023-12-01,
2024-01-01,
2024-02-01,
